b'buen profesor esmer ensen tem correspond cas calcul diferencial paricial dificil si dedicacion',,,,,,,
b'hac ir sab dic va ir clas mal aburr pued dej alta aprend profesor mediocr',,,,,,,
b'leopold muner poc profesor todavi exig dedicacion rigur clas conten prepar tod carrer ver clas culm teori pod definit sient cualif nivel analisis abstraccion adem pod relacion teori tem cotidian mejor experient pued viv carrer cienci polit sed bogot adicion deslig problemat viv univers public colombi rigur exigent interdisciplin mayoritari eurocentr dificil entend si tom clas anterior teori polit',,,,,,,
b'excelent profesor buen metodologi clar rigur tiemp preocup qued tem vers hac quic oral exigent not asign general sub tambi hac control escrit lectur ahor parcial seleccion multipl dos pregunt abiert lectur asign especif parcial clas aburr aprend demasi diferent enfoqu pued falt ningun clas not final tan alta',,,,,,,
b'gran conocedor proces polit amer latin aunqu nivel voz pued lleg ser arrull deb horari asignatur despu almuerz ), si trat manten atent clas aprender bastant histori polit latinoamerican izquierd derech vez buen bibliografi aunqu larg vec complementacion recurs cinematograf agreg plus catedr realiz ensay critic pas amer latin present futur inciert bibliografi conoc ampli cinematografi complementari curs parcial sencill ton voz maestr trabaj realiz tiemp antelacion cuest manej temporal clar',,,,,,
b'profesor si quier aprend bastant dej lectur buen discusion interes atent estudi med si estudi hac buen trabaj da oportun public',,,,,,,
b'semestr llen inconvenient profesor aunqu pensab excepcion accident ultar companer enter semestr sid igual dic ten much carg univers facilit tiemp monitor clas dificult buen desarroll clas bibliografi complic val pen intert leerl valor esfuerz pregunt pid orientacion proyect final distra concret desorganiz ensen bien tem',,,,,,,
b'excelent profesor total acuerd comentari abaj not pasion profesor histori ensen gran docent',,,,,,,
b'clar hac pasion buen metodologi aburr divag pasion clar poc trabaj',,,,,,,
b'busqu entend leyend much atencion recomiend va disfrut pensamient ofrec busc despert usted proactiv propong acoj ide tant encontr fervient apoy',,,,,,,
b'habl hac clas torn aburr cas personal haci prest much atencion pes profesor sab muchisim tem perspect histor econom interes inform pued discut pareci clas monitor mejor lastim sid ultim semestr monitor :(',,,,,,,
b'profesor apasion temat dict preocup bastant estudi aprend tambi dar retroalimentacion permit mejor lectur dej siempr cort buen relev clas organiz puntual metodologi iste ensay exposicion ensay requier trabaj profesor da tod herramient hac dej clar deb ir',,,,,,,
b'person hac clas muner diger amabl pedagog tuetan rigur excelent ser human amig explic maner sencill',,,,,,,
b'profesor conoc ampli busc incentiv participacion estudi vec dispers sesion suel ser confus maner explic tem metodologi medi exposicion grupal estudi incit falt atencion curs volv tedios sesion',,,,,,,
"b'primer tres clas buen semestr asist tod clas excepcion exam pregunt rest primer entreg trabaj final tom tiemp leer trabaj sol dij habi qued mal acept critic pedagogi "". conoc aport buen investig clas total magistral sol lee diaposit'",,,,,,,
b'clas aburr profesor habl abstract da bas fundamental investigacion not lleg proxim materi line person pued habl ayud bastant tutori suel falt clas',,,,,,,
b'bastant critic abog general embarg critic vuelv siempr tem personal ende clas siempr desvi tem termin habl vid personal hac program complet tem abre espaci debat lxs estudi acuerd opinion bastant obvi parcial bastant improvis nunc sup calific exact puntual prep clas siempr termin habl tem personal',,,,,,,
b'buen profesor much vocacion respet haci estudi clas aport bastant bien nutr lectur facil llev si manej maner organiz estrict hor calific apa benefici bastant estudi puntual gust ensen',,,,,,,
b'docent gran potencial gener debat reflexion estudi embarg coherent minim dict criteri evaluacion termin siend subjet lectur asign estan relacion materi nivel exigent clas clas inquiet final dej vari pregunt instal cad estudi rol ciudadan pued aport mas minim clarid trabaj esper estudi hag men explicacion acerc criteri evaluacion utiliz',,,,,,,
b'profesor bastant rigur tem trat pedagog',,,,,,,
b'excelent profesor conoc bastant tem inmers polit clas vec pued volv mas charl grup hac interes clas actitud ton voz estructur program',,,,,,,
b'excelent profesor person gran conocedor tem ensen siempr dispuest brind ayud estudi',,,,,,,
b'peor docent facult ensen calif acuerd cae bien da ningun not intermedi coloc final olid sistem nadi pued hac recl clas floj aport tem investigacion profesor arbitrari cinic gust humill estudi ningun da not transcurs semestr calif final antoj gust humill estudi destru trabaj aprend clas',,,,,,,
b'profesor multipl compromis dej tiemp suficient prepar clas desorden bibliografi program',,,,,,,
b'profesor manej cabal tem clas brind element analisis part discurs enlaz maner habil element histor element teoric critic clar cad teori concept critic hech cad teori discusion autor vez ejercici metodolog permit ejercici escritur siempr necesari cienci polit pect erudit quiz nivel docent leopold mor quinon miguel angel herrer embergadur profesor plant',,,,,,,
b'suel improvis clas trat impon vision acept diferent',,,,,,,
b'critic abog mas afin estudi cienci polit carrer vision critic cos hac quic dej sal tempran clas desvi tem complet program',,,,,,,
b'sab tem si logr pon atencion aprend demasi clas magistral facil distr',,,,,,,
b'clas mayor part aprendizaj autonom profesor desorden planificacion clas calif dificil sac buen not',,,,,,,
b'buen profesor preocup entend estudi clas dinam not ampli conoc profesor vec clas vuelv tedios empiez pregunt estudi bastant dur calific',,,,,,,
b'mal profesor sab tem profund sal comentari sarcast gracios desorden interes estudi aprend impuntual parcial grand pajaz mental',,,,,,,
b'buen profesor clar tem dej habl aprend dej alta',,,,,,,
b'mejor profesor facult metod rigur parcial dens aprend demasi clas disfrut complet plan complet relacion tem hil conductor coherent lectur program bastant facil entend mayori signifiqu util import contrari conoc suprem ampli tem trabaj present diferent perspect cad tem trat inclus femin quic oral azar particip voluntari sum not :(',,,,,,,
b'cualidad academ profesor simplement indiscut probabl person colombi mas sab teori polit embarg ser suprem pedant darl clas gent pregr suert voluntari humanitari tal razon pued lleg ser irrit',,,,,,,
b'conoc ampli dispuest escuch estudi mand buen lectur ton voz facil distr',,,,,,,
b'buen profesor aunqu volum lectur result tedios inclusiv vec innecesari frent text mas amen encarg aprend clas apoy docent conocedor teori polit modern hac dinam experient entend mas fond discipl ... quic sencill tem interes clas dinam docent apoy parcial sencill si estudi fond trabaj grup sencill tutori profesor personal vec dispers tem clas',,,,,,,
b'maurici tes',,,,,,,
b'buen profesor ampli conoc histori colombian buen explic pendient estudi entiend explicacion',,,,,,,
b'profesor conoc bastant administracion public part alli busc brind estudi element entend form critic clas si ven ayud pued ser bastant buen cuant entend temat taller grup promuev discusion estudi tem autor cad bloqu nutr apunt profesor muyyyyyyyyyy escueler ejempl ello tant quiz unas tar dej control lectur trabaj grup muyyy confus dad entreg clar deb trat si bien trat correg final mejor part primer entreg trabaj recib retroalimentacion correccion falt poc dias siguient entreg',,,,,,,
b'conoc sol profund tem descentralizacion cooperativ autnomi territorial aprovechel manej dat asunt public recorr territorial sistem informacion geograf present problem pedagog estudi not rapid facil super',,,,,,,
b'peor profesor rigur lectur autor falt clas quier avis medi hor comenz clas impuntual poc rigur',,,,,,,
b'estudi materi da profund tiend dej much lectur clas pued ser desorden',,,,,,,
b'profesor enfoqu econom involucr cienci polit encarg mostr diferent perspect trat convenc algun dej estudi si mism juzg discut cad doctrin buen bibliografi trabaj sencill atiend inquietud calif estrict',,,,,,,
b'buen profesor brind buen bibliografi metodologi din amic clas hac discusion mas llamat exigent caliic respons puntual sesg marxist discusion part marxism relacion teori present algui entiend cabal marxism siempr enriquecedor',,,,,,,
b'buen profesor explic bien tem pacient escuch estudi conect tem clas realid polit',,,,,,,
b'gran profesor interes aprendizaj estudi paciet dedic explic termin tem basic form enten complet permit particip juzg piens diferent siempr sac buen cualqui comentari mas simpl banal si lectur dej toc hac entend clas hac parcial ciert util buen -, estrict calific text exig bastant estructur argument clar buen person sab bastant permit incent participacion vec clas vuelv demasi magistral poc participacion estudi hac profesor habl habl',,,,,,
b'si ud busc clas magistral tod herramient entend cienci polit clas ud basic clas va tru interlocucion lectur recomiend exposicion estudi den intervencion da coyuntur hac clas tru estudi ello rigor analit estudi va ir mejor person excelent profesor aun mas dad aprovech inquietud estudi cualqui tem tru clas sab demasi tem politolig asi recomend exprim conoc pued corrient ideolog mas men clar respetu opinion divers si pon anim va goz espaci',,,,,,,
b'profesor metodologi dinam manej material bibliograf ampli dificil pas trabaj dej altos acord lectur cuent participacion hor calific',,,,,,,
b'vec clas buen aunqu debi tem atent inquietud estudi obstant arbitrari burl alumn repet ocasion puntual desbi tem dur calific',,,,,,,
b'gran conocedor cienci social obtien buen not si pon empen clar realiz critic dialog profund text program didact pelicul volum lectur ton voz pued lleg ser somnolient',,,,,,,
b'asist clas tantement multipl compromis present prove estudiant clas dinam sin demasi magistral bas leer diaposit aburr sobremaner tampoc clar trabaj realiz not conocedor tem desorganiz desenfoc',,,,,,,
b'buen profesor clas magistral interes profesor sab bastant clar hor explic sab bastant dej trabaj pas parcial facil',,,,,,,
b'conocedor cienci polit docent mas adecu dict asignatur clar concept present bibliografi interes valios pued volv repet ocasion desarroll posterior carrer puntual exigent maner permit adaptacion ritm universitari ... metodologi dinam foment ejercici escritur argumentacion uso text exigent not',,,,,,,
b'critic metodologi curs deberi entend asi tru conoc imposicion punt monolog pas cad estudi pon granit aren pod ten clas interes',,,,,,,
b'buen docent excelent bibliografi curs',,,,,,,
b'buen profesor tiend ser carismat demuestr conoc referent clas metod magistral tedios tiend ser estrict hor calific pued dej alta not',,,,,,,
b'profesor groser alumn parec ten cuent si clas aprend sab adicional sesg izquierd mal si permit apreci posicion divergent asi si usted quier arriesg ten mal not evit expres pocion alab gobi progres amer latin cit document aporre rebelion com',,,,,,,
b'excelent docent alt cualific histori not pasion entreg dedicacion formacion ofici ensen objet hor calific dificil pas puntual respons clas val pen tom',,,,,,,
b'docent ampli conoc cienci polit interes manej propi line fuert acent marxism particular gramsci embarg usa metodologi bas exposicion estudi abarc tem dec tod clas exposicion tras exposicion asi ider buen metodolog ocasion lectur demasi larg complej mod estudi deb expon hab entend bien tem adem grup sig expon pued pon atencion expositor curs entonc ider metodologi adecu conoc metodologi',,,,,,,
b'gran conocedor mezcl bien tem debat clas excelent lectur',,,,,,,
b'docent alt calific gran bagaj estudi analisis tem clas bastant estrict hor calific muestr ciert desd apreci estudi manej program buen material trabaj tendenci polit tiend ser explicit ahi abord concernient tem clas',,,,,,,
b'materi buen aprend verd trabaj practic exigent fuert val pen correspond part teoric parec buen materi diri acept',,,,,,,
b'profesor excepcional exigent val pen tom clas manej material ampli profund acerc tem curs conoc bastant economi discut charl respet opinion estudi actitud cercan colabor profesor organiz program clas',,,,,,,
b'entiend debil estudi temat manej tal razon tantement sac estudi zon confort estres buen pod explor mas are bastant deficient carrer material electron manej red manej program bastant util podr usar aun despu hab culmin carrer excelent profesor tambi seri buen materi divid dos introduccion investigacion medi salvabl boris medin hac mayor cos podri ensen clas enter metod cualit cuantit profesor aport sol clas suficient compromis materi trabaj progres estudi asim preocupacion tant despert inter estudi component investig posicion tem actual falt tiemp profundiz ciert tem metod',,,,,,,
b'va clas',,,,,,,
b'profesor edwin sab tem movimient social accion colect clas orden rigur estudi lectur autor realiz profund clas orden rigur habl pacit',,,,,,,
b'disposicion dirig clas mejor much vec pued ser groser inflex respect calif acuerd ideolog algun debat recurr sarcasm sonris despect descalific buen hac pedagog realment afect gust haci clas parcial bastant rigur',,,,,,,
b'ser lug dud profesor favorit carrer nadi apasion clas esfuerz estudi aprend histori colombian parcial hac ensay larg semestr acerc lectur posicion critic llam list exigent calid ensay impos',,,,,,,
b'vi dej alta verd profesor logr ser pedagog ciert aspect tiend cort debat estudi busc ser exces dur examen termin teoric comet seri error mas vec ven situacion incomod deb actitud',,,,,,,
b'buen docent clar teori',,,,,,,
b'excelent docent manej maner habil apropi conten clas lectur present pes ser larg brind element conceptual analit valios aprendizaj discusion clas metodologi dinam vari semestr semestr da cuent esfuerz profesor gener pedagogi metod altern aprendizaj metodologi vari si respons puntual particip dej alta ser respons ten clar discusion clas exist riesg ser capaz desarroll buen text trabaj alli docent exigent calific',,,,,,,
b'poc clas mostr ampli conoc opac hech volvi asist semestr igual clas tom profesor auxili metodologi tedios sol aprend leyend autonom clas da profesor auxili',,,,,,,
b'profesor gran conoc administracion public aprend ser atent leer bastant lament terribl desorganiz hac acumul trabaj form brutal clas interes conten valios suel ser clar concis promuev investigacion critic desorganiz pes ten plan inici semestr pued demor seman tem dar tod unid temat hor',,,,,,,
b'clas descentralizacion desorden docent asign seri tar final calif tru ejercici retroalimentacion estudi maner product final pobr lad docent parec asimil posicion profesor univers mas import pais tom liger tar tal posicion encomiend lleg punt ten desencuentr personal estudi sol pid realiz trabaj lad not sub ultim hor dar tiemp revision produc tension estudi ultim maner calific ambigu clar opinion acert tiend calific dur acuerd maner desarroll clas conoc tem perfeccion camp demuestr buen capac despot organiz irrespons',,,,,,,
b'buen profesor amabl cualific critic abiert discusion estudi metod magistral suel ser tedios aunqu compens manej material audiovisual respect trabaj suel ser estrict hor calific',,,,,,,
b'clas vec torn aburr pes tem interes cre form explic profesor',,,,,,,
b'gust propici dialog participacion materi vari trabaj si juicios problem pas',,,,,,,
b'vec desvi tem',,,,,,,
b'docent pose gran problem dict asignatur pues clar conten ver sol prove lectur demasi abstract gent apen entend mund investigacion realiz monitori dej suert cad estudi pues monitori estudi tutor contribu desarroll problem investigacion conoc bastant tem investigacion clar quier dej deriv estudi much ocasion calif dur',,,,,,,
b'clas sencill temat facil entend facil sac buen not impuntual',,,,,,,
b'excelent profesor clas interes preocup aprendizaj atent opinion estudi clas reflex atrev dec clas cambi total punt vist',,,,,,,
b'profesor ilustr lectur pes interes realment val pen tom clas aprend conoc profesor ton voz',,,,,,,
b'profesor sab divag repetit clas clas mas dict monitor seri bastant buen clas mas prepar',,,,,,,
b'general profesor excelent metod rigur disfrut clas aprend verd mejor profesor facult si exigent estudi bastant',,,,,,,
b'habl hac clas torn aburr cas personal haci prest much atencion pes profesor sab muchisim tem perspect histor econom interes inform pued discut pareci clas monitor mejor ...',,,,,,,
b'profesor pued sab tem ecologi polit latinoamerican pose grand problem organizacion clas mas alla inconvenient salud semestr retom hiz carg unic not sacari sin apresur inclusiv improvis ). requier monitor materi pued ayud cuestion not trabaj asistent prim instant evit mal entend final semestr carec principi vez pid nivel exigent investigacion tip tesis grad acord si algui semestr inferior tercer abaj vea vist introduccion investigacion mism docent pued alcanz facil pues comp trabaj gent maestri rest present calific ampli recomend bibliografi desorganiz impuntual desenfoc',,,,,,,
b'explic lectur lectur sup interes participacion gust enfoqu relacion internacional proposit clas desarroll escuder gust dej trabaj estil colegi',,,,,,,
b'ider profesor bagaj ampli buen manej tem perspect critic obstant conten sesg ideolog profund marc',,,,,,,
b'clas amen graci ampli conoc profesor metodologi dinam facil pas interes bastant aprendizaj estudi',,,,,,,
b'principal fortalez docent ayud aprend activ academ comprend import investigacion dentr proces formacion politolog adem materi dict profesor oscar aprendi import metod cuantit cualit relacion ... mayor fortalez curs pued pon teori metodologi asi pued indag meod herramient utiliz aspect import program utiliz curs ayud muchisim materi ayud prend cos distint acostumbr seri buen asign monitor profesor oscar ser posibl asign segund docent asignatur men carg profesor entreg',,,,,,,
b'profesor conoc profund histori aunqu personal encuentr aburr clas magistral lectur interes demasi madr',,,,,,,
b'excelent profesor model tip seminari clas pued torn aburr mas gent trabaj profesor buen aunqu dispers vec',,,,,,,
b'excelent profesor buen metodologi clar rigur tiemp preocup qued tem vers hac quic oral exigent not asign general sub tambi hac control escrit lectur ahor parcial seleccion multipl dos preg ... clas aburr aprend demasi diferent enfoqu pued falt ningun clas not final tan alta',,,,,,,
b'clar tem vec humill estudi dej ningun profesor meji rigur calific si caist bien yap',,,,,,,
b'buen profesor exigent clar abre espaci debat clas lxs estudi intent innov cad clas dinam',,,,,,,
b'mas alla comentari actitud vision pedagogi casi punit criteri arbitrari aprendi sol part text profesor podri perfect jam hab ido clas aprend mism',,,,,,,
b'profesor apasion ensen intencion total estudi aprend cabal tem curs manej buen bibliografi escas recurs audiovisual fructifer desarroll clas parcial tip ensay facil resolucion si lee rigur gener ... parcial sencill buen bibliografi entusiasm profesor ampli conoc tem extiend respuest da pregunt ton voz dificil',,,,,,,
b'pesim profesor poc vec clas hiz sin grit tod respuest parcial',,,,,,,
b'profesor amabl procur ten cuent dentr evaluacion habil bland estudi dej trabaj tantement complic exigent norm apa parcial respetu atent dedic puntual buen bibliografi mism dedicacion cad estudi suel tard calific ensay recomendacion procur ser primer entreg',,,,,,,
b'profesor gustav academ unas reflexion enriquecedor materi teori relacion internacional unic vist repet vec innecesari arbitrari groser redaccion pregunt pregunt subjet sesg pregunt desarroll categori histori economi polit sociologi really ?! ridicul mil vec ridicul criteri clasificacion subjet bas mixtur clas lectur machet supuest ensu posibl respuest nadi sab mas lee mas suertud capac criteri aprendizaj gracios clar si invit pens memoriz si intent segund ... podri dec tampoc fin parcial resum despulgader lectur rez atin fras escond pregunt siend asi segund imagin seri primer mejor dich proces formacion criteri si arbitrariedad abund repetider repetider ... seri confront criteri proces logic personal ay quis sab trat estudi tambi agres vari vec oim reclam autor profesor casi ve facult ray minimizacion estudi cer izquierd sol oid aparent oid lueg etern perseguider cualqui asunt jam result resuelt mejor dich burocratiz cuant nivel asignatur exigent teori relacion internacional frent materi pod disen gobiern literal desproporcion final remat monitor cualqui eventual esper encontr apoy asesori respond usted sab asi sep )," entonc mal ..."". inscrib asust inscrib materi ofrec goc aprend parec trat'",,,,,,
b'respect clas tal histori polit modern madrigal dispon estudi excelent lectur embarg mal orador facil perd clas si dese aprend lea !. respect calif docent suel sac muchisim not mas quic fich lectur examen ensay final part vari not primer entreg sustentacion etc ), tal docent rajador contrari permit estudi hag activ paralel compensacion mal not not present sol val quic fich ). respons nunc falt clas entreg tiemp rapid not activ realiz docent ayud estudi syllabus buen mal orador tan efect plan activ sal camp',,,,,,
b'rigur impart ensen aspect clav metodologi ider proces investig capac discern permit resalt import trabaj present ampli cobertur tem form acerc objet pregunt estudi dad experient practic buen clas tem tampoc tiemp ningun',,,,,,,
b'excelent docent metodologi coherent ampli conoc tem bien exigent',,,,,,,
b'da clas junt profesor oscar meji papel secundari sol limit dar comentari autor clas memor much calif arbitrari not depend asistent trabaj reduc vide grup post definicion derech hech bas lectur clas dos parcial pregunt memor si cog gust pued aprend clas memor aport profesor arrog',,,,,,,
b'profesor increibl aprend sab concentr clas tambi pued dej alta hac control lectur exposicion trabaj investigacion parcial person sab ser profesor adem ten buen trat estudi interes aprend dispers vec clas desorganiz',,,,,,,
b'docent ampli conoc cienci polit interes manej propi line fuert acent marxism particular gramsci embarg usa metodologi bas exposicion estudi abarc tem dec tod clas exposicion tras exposicion asi ... conoc metodologi',,,,,,,
b'indud sab muchisim amabl metodologi pesim excelent investig sab muchisim materi siempr prest escuch estudi metodologi mal ver sol exposicion estudi dej much dud much vec resuelv dispers extiend hac pierd tiemp',,,,,,,
b'alexand gran docent vocacion pedagogi ensen clas pasion clas da map general interes ser are relacion internacional dentr carrer pedagogi interes despiert pasion asignatur colabor proces estudi buen orador pued mejor',,,,,,,
b'parec desvi tem trat hac algun pregunt relacion clas actitud profesor mejor buen prof part hech desconoc much cos ciert entonc explic vec basic necesari',,,,,,,
b'ampli conoc profund respet ide estudi incent participacion hac sent comod dej demasi entreg realment calif unas cuant activ interes estan mal plant',,,,,,,
b'prof amabl quer facil pas materi mal dispers termin habl cos distint propuest program lectur suel usar lectur pued lleg dej vaci ser tan dispers termin viend tem carrer simpel ve',,,,,,,
b'bastant critic abog general embarg critic vuelv siempr tem personal ende clas siempr desvi tem termin habl vid personal hac program complet tem abre espaci debat lxs estudi ac ... puntual prep clas siempr termin habl tem personal',,,,,,,
b'adem lozan tipaz clas buen exigent equilibr unas reflexion profund interes profesor pas psicoanalisis burocraci arte public padec goz',,,,,,,
b'profesor medin gran conocedor histori colombi sab particip divers produccion investig dentr facult hor ensen acerc ofici investig qued cort deb falt programacion organizacion clas tedios clas si suel ser dispers facil pas',,,,,,,
b'buen profesor clas prefer si buen grup estudi compromet inici particip pid monitori trabaj final profesor tom buen actitud da incent enfoqu econom respond buen form dud estudi aunqu vec humor pes buen bibliografi tan larg compromis materi vec desvi tem pregunt estudi',,,,,,,
b'mal desorganiz falt compromis clas bot trabaj estudi vec toc repet parcial repon not refundi vec falt clas avis clas aburr',,,,,,,
b'profesor cocnociment divers tem maner profund amor excelent person metodologi exposicion estudi verd hac clas tedios',,,,,,,
b'excelent profesor mejor departament exigent clas complet facil entend profesor ampli conoc tem relacion clas',,,,,,,
b'conocedor intach tem trat clas discurs bien estructur clar habl respond cualqui pregunt inclus si va mas alla discusion moment tint critic analit preocup aprendizaj alumn promuev truccion text part revision comentari recomend permanent',,,,,,,
b'principal fortalez docent ayud aprend activ academ comprend import investigacion dentr proces formacion politolog adem materi dict profesor oscar aprendi import metod cuantit cualit relacion cienci polit indud materi excelent gran import dentr plan estudi ider principal fortalez docent pacienci vocacion instint form estudi critic instint investig materi excelent personal mejor vist cuatr matricul profesor oscar excelent profesional mejor profesor catedrat llev carrer deberi dict tambi lin investigacion mayor fortalez curs pued pon teori metodologi asi pued indag meod herramient utiliz aspect import program utiliz curs ayud muchisim materi ayud prend cos distint acostumbr seri buen asign monitor profesor oscar ser posibl asign segund docent asignatur men carg profesor entreg',,,,,,,
b'gran profesor interes aprendizaj estudi paciet dedic explic termin tem basic form enten complet permit particip juzg piens diferent siempr sac buen cualqui comentari mas simpl banal si lectur ... buen person sab bastant permit incent participacion vec clas vuelv demasi magistral poc participacion estudi hac profesor habl habl',,,,,,,
b'conocedor cienci polit docent mas adecu dict asignatur clar concept present bibliografi interes valios pued volv repet ocasion desarroll posterior carrer puntual exigent maner permit adaptacion ritm universitari amabl respetu preocup clarid entend asunt trat cad sesion abiert opinion metodologi dinam foment ejercici escritur argumentacion uso text exigent not',,,,,,,
b'clas malisim profesor desorganiz clarid sal not realment tedios materi desorganizacion arbitraried poc clarid tem qued vaci',,,,,,,
b'profesor domin tem prest atend inquietud estudi problem tom asistent much gent asist clas tom seri',,,,,,,
b'clas discut tem interes profesor suel explic much cos sin simplement dedic dar discurs torn aburr program ep sesg grand general clas mal',,,,,,,
b'juli quinon une excelent profesor explic pasion not inter aprendizaj estudi clas magistral ello hac pued aburr dorm embarg si prest atencion suficient sol clas magistral aprend demasi inclus mas defin syllabus respect sistem evaluacion sac not examen tip ensay estudi deber resolv pregunt problem oblig usar concept teoric aprend lectur sesion resolv problem realid polit actual examen conjunt clas permit aprendizaj enriquecedor total recomend inscrib adem sujet agrad buen gent conoc ampli profund materi dedicacion estudi excelent seleccion syllabus ofrec curs diferent punt vist orill ideolog teoric diferent gener panoram ampli tem trat ton voz arrull dificult segu clas contrarrest humor ), adem clas usa diaposit material apoy permit estudi profesor segu line temat sesion facil ultim aunqu bien profesor dediqu resolv form profund pregunt estudi respuest pregunt pued dur minut si sum pregunt part estudi suel estrict peg conten sesion si pregunt reiter clas pued disolv temat mism',,,,,,
"b'profesor manej tem part sistem electoral profund result refresc departament expres posicion polit izquierd casi ider delit not pued dej alta sol cuestion leerl profesor adem incent debat clas unic negat vec pued lleg ser fanfarron "". monitor suel ser absolut molest'",,,,,,,
b'docent buen carism clas manej program complet not experient tem propon diferent metod pedagog hac activ sesion pon trabaj complic cuestion ser cumpl asist clas respet opinion critic alumn',,,,,,,
b'buen profesor aunqu volum lectur result tedios inclusiv vec innecesari frent text mas amen encarg aprend clas apoy docent conocedor teori polit modern hac dinam experient entend mas fond disciplin pacient interes aprendizaj total curs quic sencill tem interes clas dinam docent apoy parcial sencill si estudi fond trabaj grup sencill tutori profesor personal vec dispers tem clas',,,,,,,
b'profesor not conoc experient analisis proces polit amer latin complic pas coloc trabaj metod magistral hac tedios clas opinion polit propi respet estudi',,,,,,,
b'profesor bastant carismat manej buen conoc tem problem suel ser organiz program dispers larg semestr multipl compromis ocasion pued asist clas multipl compromis laboral ocasion pued asist clas',,,,,,,
b'excelent profesor tem vem administracion public gestion profesor impacient perdidxs pod ver clas rabon embarg si juiciosx falt clas leen tod lectur aprender pas materi trabaj final complej formacion polit public rigur exigent personal si ve clas busc quiebr si logr cog ojos dificil pas materi fiel replic burocraci colombian hech acab pens si estrategi pedagog xd',,,,,,,
b'part clas haci monitor dem profesor buen profesor gran person monitor inici clas hac quiz lectur dej clas anterior dificil si hac taller tom bonif da dej alta unic parcial lectur cos dic clas librer sab muchisim val pen',,,,,,,
b'excelent profesor aduen tem ensen clar explic vanguard vision conoc ampli tem ensen examen rigur',,,,,,,
b'buen profesor sab acerc histori polit general tiend gener perspect critic metodologi normal romp clas tipic magistral',,,,,,,
b'mejor profesor departament cienci polit poc plane cad clas cad ocasion ver clas oportun aprend servir rest carrer vid profesional siend juicios razon tem not cuestion utiliz herramient dan clas resolv problem',,,,,,,
b'clas bas text participacion estudi trat temat bastant interes propici debat profesor profund conoc facil dej alta',,,,,,,
b'trabaj si quier pas materi molest asistent aunqu tom list siempr recuerd asist siempr busc correg trabaj estudi buen entreg not semestr esper simplement dia cierr not sia sub not final trabaj final va estructur cad seman hac final carg reduzc espaci materi aprend form dinam si trabaj pued pas facil clas pued torn mamon profesor poc vec content trabaj si trabaj asist desquit not final',,,,,,,
b'profesor apasion ensen intencion total estudi aprend cabal tem curs manej buen bibliografi escas recurs audiovisual fructifer desarroll clas parcial tip ensay facil resolucion si lee rigur gener critic dialog text embarg clas pued result arrull ton voz horari clas mas estudi prim semestr apen acostumbr metodologi univers parcial sencill buen bibliografi entusiasm profesor ampli conoc tem extiend respuest da pregunt ton voz dificil',,,,,,,
b'docent ampli analisis respect dinam part polit sistem electoral pais manej bibliografi profund respect tem plante debat ejercici discusion estudi fin profundiz tem clas sac much not diferent quic ejercici ultas puntual influ not deb suel hac quic primer minut clas',,,,,,,
b'buen profesor part da materi mas aburr profesor rodrig buen materi explic bien conten',,,,,,,
b'orden clas .. clarid not evalu estudi foment partipacion clas incent gust derech laboral proposit',,,,,,,
b'tom econom tod experient clas man ajo gent encant gent detest tem central resen clas dens si prest atencion tod hor man habl par toc hac refuerz clas apart clas mas aprend profesor preocup clas person egres univers person integral respons prep tod clas casi minut minut clar explic usa ejempl pacient etic coherent critic comic amig ... clas dens pued sent ofend humor sever florecit ).',,,,,,,
b'excelent profesor preocup aprend amabl conceptualizacion clar clas sig program segun acord estudi',,,,,,,
b'chimb jajaj describ mejor sab demasi tem esquemat comprens gust estudi particip',,,,,,,
b'yes benjume mejor docent facult semestr respons clas not preparacion previ temat siempr inici clas estructur debi ver abarc suficient tem plant evalu acord tem abord clas complic person asist respons clas puntual trat abarc mayori temat posibl dad tres curs aun asi explic clarid bas necesari negoci jurid oblig respons civil gran maestr gran experient temat curs da plus tem derech umo derech financier bursatil monitori mal senti conex temat iba dand profesor estructur algun tem abord',,,,,,,
b'person mas sab justici comunitari facult derech tem apasion clas buen critic person amabl academ buen ayud estudi investig particip espaci relacion justici comunitari tem buen clas dinam particip bibliografi excelent monitor juicios vec suel desorden program clas falt tiemp',,,,,,,
b'conoc tem brind informacion clar practic docent aul clas buen ser human aul clas patet',,,,,,,
b'buen profesor clas amen si interes tem clas facil fundamental entend tem clas ... ahor da model desarroll ...',,,,,,,
b'despiert estudi aprend motiv bastant clas amabl interes clas',,,,,,,
b'profesor buen deleg clas monitor docent manej tem docent deleg clas monitor necesari buen manej tem',,,,,,,
b'impart curs junt fern pard sab tem trat clas tiend divag bastant mientr explic clas pierd hil suced dej bastant taller larg semestr parcial duris clarid not tiend divag mientr explic',,,,,,,
b'mejor profesor derech conoc tem suprem ampli capac ensen excelent parcial abiert si estudi complic profesor resuelv tod pregunt profund convien siempr pregunt trabaj investigacion calific rigor sobrepas nivel estudi pregr',,,,,,,
b'sencill pas sol asist tod clas hac exposicion not adicional materi sol nombr aprend exposicion estudi da vist',,,,,,,
b'conoc profund tem manej orden clas foment partipacion clas clas amen clarid not pesim pued torn aburridor',,,,,,,
b'person inteligent estudi sorprendent produccion literari dificil compar profesor gran nivel intent estudi aprend recib conoc aunqu clas centr propi estudi cerr posibil punt vist adem tiend ser tedios aburr',,,,,,,
