comentario,nota
"Respecto a la clase como tal (Historia Política Moderna) Madrigal dispone a los estudiantes de excelentes lecturas, sin embargo es mal orador, es fácil perderse en la clase de él, si desea aprender ¡LEA!. Respecto a cómo califica, este docente suele sacar muchísimas notas, más de 8 entre quices, fichas de lectura, exámenes y un ensayo final que está partido en varias notas (primera entrega, sustentación, etc), como tal, no es docente rajador, todo lo contrario, él permite que los estudiantes hagan actividades paralelas en compensación de malas notas o notas no presentadas (solo válido para quices y fichas).Pros: Responsable, nunca falta a clase, entrega a tiempo (y rápidamente) las notas de las actividades realizadas, es un docente que ayuda a sus estudiantes y su Syllabus es muy bueno. Cons: Mal orador.
No es tan efectivo para planear algunas actividades, como salidas de campo.",4.2
"La rigurosidad con la que imparte la enseñanza de los aspectos claves de las metodologías y las consideraciones sobre el proceso investigativo. La capacidad de discernimiento que le permite resaltar lo importante de los trabajos que se le presentan. La amplia cobertura de temas y formas de acercarse a un objeto, pregunta de estudio dada la experiencia que tiene en la práctica.Pros: es buena la clase pero son muchos temas para tampoco tiempoCons: ninguna",5.0
"Excelente docente, metodología coherente y amplio conocimiento del tema; es bien exigente",4.5
"Da la clase junto al profesor Oscar Mejía. Su papel es secundario y solo se limita dar algunos comentarios sobre los autores. Es una clase muy memorista y muchas de las calificaciones son arbitrarias. Las notas dependen de la asistencia. Los trabajos se reducen a un video en grupo y un póster con la definición de derecho hecha con base a las lecturas de la clase y dos parciales de 50 preguntas memoristas.Pros: Si se le coge el gusto, puede que se aprenda algo.Cons: Clase Memorista.
Aporta poco o nada.
La profesora es muy arrogante.",3.0
"Un profesor increíble. Se aprende mucho, el todo está en saber concentrarse mucho en la clase; también se puede dejar alta. Hace controles de lectura, exposiciones, un trabajo de investigación y un parcial. Pros: Es una persona que sabe ser profesor, además de tener un buen trato con los estudiantes, se interesa porque estos aprendan.Cons: Se dispersa un poco. A veces las clases son desorganizadas.",4.6
"El docente tiene un amplio conocimiento sobre la ciencia política. Es interesante que maneje su propia línea con un fuerte acento en el marxismo y particularmente en gramsci. Sin embargo, él usa una metodología basada en exposiciones de estudiantes que abarcan todos los temas. Es decir que todas las clases son exposición tras exposición. Así, consi...
Leer más...Pros: Conocimiento Cons: La metodología",3.4
"Indudablemente sabe muchísimo y es muy muy amable, pero su metodología es pésima.Pros: Es un excelente investigador, sabe muchísimo sobre la materia y siempre está presto a escuchar a sus estudiantes.Cons: La metodología es mala, ver solo exposiciones de otros estudiantes deja muchas dudas que muchas veces no se resuelven, se dispersa o extiende mucho lo que hace que se pierda tiempo.",3.0
"Alexander es una gran docente, tiene una vocación por la pedagogía y enseña sus clases con pasión. Su clase da un mapa general interesante sobre lo que será el área de relaciones internacionales dentro de la carreraPros: Pedagogía interesante
Despierta pasión por la asignatura
Colabora mucho con el proceso del estudianteCons: No es muy buen orador, puede mejorar",4.5
"Me parece que se desvía mucho de los temas a tratar, sobre todo cuando le hacen alguna pregunta sin relación a la clase. La actitud del profesor no es la mejor. Algo bueno de este profe es que parte del hecho de que uno desconoce muchas cosas (lo cual es cierto) entonces sus explicaciones a veces son básicas pero necesarias.",3.9
"Amplio conocimiento y profundo respeto por las ideas de sus estudiantes, incentiva la participación y te hace sentir cómodo.
Cons: Deja demasiadas entregas y realmente califica unas cuantas. Algunas actividades son interesantes pero están mal planteadas.",3.4
"Un profe muy amable, querido y con el cual es fácil pasar la materia, lo malo es que es muy disperso y termina hablando de cosas distintas a los propuesto en el programa y en las lecturas.

No suele usar las lecturas, lo que puede llegar a dejar algunos vacíos, y por ser tan disperso se terminan viendo temas a la carrera o simpelemente no se ve",4.0
"Es bastante crítica con los abogados y con todo, en general. Sin embargo, sus críticas se vuelven siempre un tema personal, por ende en las clases siempre se desvía de los temas y termina hablando de su vida personal, haciendo que del programa se completen 3 o 4 temas por mucho. No abre espacios de debate con lxs estudiantes, y cuando no está de ac...
Leer más...Pros: Es puntual.Cons: No prepara sus clases, por tanto siempre termina hablando de temas personales.",2.3
"Además que Lozano es un tipazo, esta es una clase muy buena y exigente que se equilibra con unas reflexiones profundamente interesantes del profesor que pasan por el psicoanálisis, la burocracia o el arte de lo público. Se padece pero se goza.",5.0
"El profesor Medina es un gran conocedor de la historia de Colombia  y es sabido que ha participado en diversa producción investigativa dentro de la facultad pero a la hora de enseñar acerca del oficio de investigar se queda corto debido a su falta de programación y de organización de sus clases, no es tediosa la clase pero si suele ser dispersa. Es fácil pasarla.",3.5
"4.6
Es buen profesor, fue una de mis clases preferidas. Si es un buen grupo, los estudiantes son comprometidos, con iniciativa, participan, y piden monitorías para el trabajo final, el profesor toma buena actitud y da incentivos.
Tiene un enfoque económico, responde de buena forma las dudas de los estudiantes aunque a veces tiene un humor pesado.

Pros: Buena bibliografía y no tan larga. Tiene mucho compromiso con la materiaCons: A veces se desvía del tema con las preguntas de los estudiantes",4.5
"Muy malo. Desorganizado, falto de compromiso con la clase, bota los trabajos de los estudiantes por lo cual a veces toca repetir parciales para reponer las notas que refundió. Pros: Nada Cons: A veces falta a clase y ni avisa. Clases muy aburridas",1.5
"El profesor tiene un cocnocimento de diversos tema de manera profunda, es un amor excelente persona. 


La metodología son exposiciones de los estudiantes  y en verdad hacen de la clase tediosa",4.1
"Excelente profesor, uno de los mejores del departamento. Es exigente pero sus clases son muy completas, fáciles de entender y el profesor tiene amplios conocimientos de todos los temas relacionados a la clase.",5.0
"Es un conocedor intachable de los temas tratados en clase, su discurso está muy bien estructurado, tiene muy claro todo de lo que habla y responde ante cualquier pregunta, incluso si esta va más allá de la discusión del momento, o tiene tintes critico/analíticos. Preocupado por el aprendizaje de sus alumnos.Pros: Promueve la construcción de textos a partir de revisiones, comentarios y recomendaciones permanentes.",5.0
"La principal fortaleza del docente que le ayudó a aprender en las actividades académicas, fue el comprende la importancia de la investigación dentro del proceso de formacion que tengo como politologo, ademas que es en la materia dictada por el profesor Oscar, que aprendi la importancia de los metodos cuantitativos y cualitativos y su relacion con la Ciencia Politica, indudablemente, esta materia es EXCELENTE, y de gran importancia dentro del plan de estudios. Considero que la principal fortaleza del docente es su paciencia, su vocacion, su instinto por formar estudiantes criticos y con instinto investigativo, es una materia excelente y en lo personal, la mejor que he visto en mis cuatro matriculas. El profesor Oscar es un excelente profesional y uno de los mejores profesores que he tenido como catedraticos en lo que llevo de carrera, deberia dictar tambien otras lineas de investigacion.Pros: La mayor fortaleza del curso es que se puede poner a la teoría una metodología y así se puede indagar en los méodos y las herramientas a utilizar. Otro aspecto muy importante son los programas que se utilizaron en el curso, esto ayuda muchísimo. Esta materia ayuda a prender cosas distintas de las que estamos acostumbrados.Cons: Seria bueno que le asignaran monitores al profesor Oscar. De ser posible que se asigne un segundo docente a la asignatura para al menos no cargar tanto al profesor con entregas.",5.0
"Es un gran profesor que se interesa por el aprendizaje de los estudiantes, es paciete y dedicado, explica los términos y temas básicos de forma entenible y muy completa, permite que todos participen y no juzga a quienes piensan diferente. Siempre saca algo bueno de cualquier comentario, por más simple y banal que este sea. Eso sí, las lecturas que ...
Leer más...Pros: Es muy buena persona y sabe bastante. 
Permite e incentiva la participación. 
Cons: A veces las clases se vuelven demasiado magistrales por la poca participación de los estudiantes, lo cual hace que el profesor hable y hable.",4.8
"Un conocedor de la ciencia política, el docente más adecuado para dictar esta asignatura. Es claro con los conceptos, presenta una bibliografia muy interesante y valiosa, sobre la cual se puede volver en repetidas ocasiones en el desarrollo posterior de la carrera. Puntual y exigente de manera que permite la adaptación al ritmo universitario. Muy amable, respetuoso y preocupado por la claridad y entendimiento de los asuntos tratados en cada sesión. Abierto a opiniones.Pros: Metodología dinámica, fomenta el ejercicio de la escritura, la argumentación y el uso de los textos.Cons: Exigente con la nota.",5.0
"La clase es malísima, el profesor es desorganizado y no se tiene claridad de dónde salen las notas. Realmente es tediosa la materia. Cons: Desorganización
Arbitrariedad
Poca claridad
Temas que quedan vacíos",1.6
"Una profesora que domina el tema y esta presta a atender las inquietudes de sus estudiantes. El problema es que como no toma asistencia, hay mucha gente que no asiste a sus clases y no la toma en serio.",3.9
"Es una clase en la que se discuten temas interesantes. El profesor no suele explicar muchas cosas sino simplemente se dedica a dar un discurso, lo cual se torna aburrido. El programa de EP tiene un sesgo grande pero en general la clase no es mala.",3.5
"Julio Quiñones es une excelente profesor, explica con pasión y se nota su interés por el aprendizaje de sus estudiantes, su clase es magistral ello hace que pueda aburrir o dormir un poco, sin embargo si se presta la atención suficiente, con solo las clases magistrales se aprende demasiado, incluso más de lo definido por el Syllabus.  Respecto a sus sistema de evaluación, saca 3 notas (exámenes tipo ensayo) en donde el estudiante deberá resolver una pregunta problema que le obligarán a usar los conceptos teóricos aprendidos de las lecturas y las sesiones para resolver problemas de la realidad política actual, estos exámenes en conjunto con la clase permite un aprendizaje muy, MUY enriquecedor. Totalmente recomendable inscribir con él, además es un sujeto muy agradable y buena gente.Pros: Conocimiento amplio y profundo de la materia, dedicación al estudiante, excelente selección de Syllabus, ofrece en sus cursos diferentes puntos de vista desde orillas ideológicas y teóricas diferentes generando un panorama amplio de los temas a tratar.Cons: Tono de voz arrullador que dificulta seguir la clase (contrarrestado por su sentido del humor), además, en sus clases no se usa diapositivas o material de apoyo que permita a los estudiantes (y profesor) seguir la línea temática de la sesión con facilidad. Por último, aunque está muy bien que el profesor se dedique a resolver de forma profunda las preguntas de los estudiantes, las respuestas a algunas preguntas pueden durar hasta 30 minutos, y si se suma que estas preguntas por parte de los estudiantes no suelen  estar estrictamente pegadas al contenido de la sesión,  si se pregunta reiteradamente en la clase se puede disolver la temática de la misma.",4.8
"El profesor maneja el tema de partidos y sistemas electorales en profundidad, y resulta refrescante en un Departamento en el que expresar una posición política por fuera de la izquierda, casi que se considera un delito.
La nota se puede dejar alta, solo es cuestión de leerlo todo.  
El profesor ademas incentiva el debate en clase, lo único negativo es que algunas veces puede llegar a ser muy ""fanfarron"".  Cons: Los monitores suelen ser absolutamente molestos.",4.5
"Una docente con un buen carisma para con la clase, maneja un programa muy completo y se nota la experiencia que tiene en el tema. Propone diferentes métodos pedagógicos para hacer activas las sesiones. No pone trabajos complicados es cuestión de ser cumplido y asistir a sus clases. Respeta las opiniones y las criticas de sus alumnos.",4.0
"Muy buen profesor, aunque el volumen de lecturas resulta tedioso e inclusive a veces innecesario frente a otros textos más amenos, se encarga de que todo lo que está en ellas se aprenda en la clase. Se apoya de otros docentes muy conocedores de las teorías políticas modernas, lo cual hace dinámica la experiencia de entender más a fondo esta disciplina. Muy paciente e interesado por el aprendizaje de la totalidad de su curso.Pros: Quices sencillos, temas interesantes, clases dinámicas con docentes de apoyo, parcial sencillo si se estudia a fondo, trabajos en grupo sencillos con la tutoría de el profesor personalmente.Cons: A veces se dispersa un poco de los temas de la clase.",4.5
"Es un profesor al que se le nota el conocimiento y la experiencia en el análisis de los procesos políticos en América Latina, No es complicado de pasar, no coloca muchos trabajos. tiene un método magistral el cual tiene a hacer tediosa su clase. Tiene una opinión política propia pero respeta la de sus estudiantes.",4.0
Es un profesor bastante carismático y maneja un buen conocimiento de los temas. El problema es que no suele ser organizado con su programa y se dispersa a lo largo del semestre. Por sus multiples compromisos en ocasiones no puede asistir a clases.  Cons: Por sus múltiples compromisos laborales en ocasiones no puede asistir a clases.,4.0
"Excelente profesora de un tema que poco vemos en la UN, la administración pública y su gestión. Por esto, la profesora se impacienta de lo perdidxs que podemos estar al ver su clase y es rabona. Sin embargo, si se es juiciosx, no se falta a clase y se leen TODAS las lecturas, se aprenderá y se pasará la materia. Su trabajo final es complejo en tanto no hemos tenido una formación en Políticas Públicas antes. Pros: Rigurosa, exigente. Cons: Personalista. si no te ve en clase, te busca el 'quiebre' y si lo logra, te coge entre ojos y difícilmente pasarás su materia. Una fiel réplica de la burocracia colombiana. De hecho, acabo de pensar si no es una estrategia pedagógica (XD)",4.3
"Parte de la clase la hacía el monitor y lo demás, el profesor. Es un muy buen profesor y una gran persona. El monitor al iniciar algunas clases hace quiz de algunas lecturas que deja la clase anterior, no son difíciles, si se hacen os talleres y se toman algunas bonificaciones que él da, se deja alta. El único parcial es de las lecturas y cosas que dice en clase. Libreros sabe muchísimo, vale la pena.",5.0
"Una excelente profesora la cual se adueña del tema a enseñar,  clara al explicar.  Vanguardista,  y con una visión y conocimiento amplio en los temas que enseña. Pros: Exámenes rigurosos",5.0
"Un muy buen profesor, sabe mucho acerca de la historia política en general y tiende a generar una perspectiva critica.

La metodología es normal y rompe con la clase típica magistral",5.0
"El mejor profesor del Departamento de Ciencia Política. Uno de los pocos que planea cada clase. Cada ocasión para ver clases con él, es una oportunidad para aprender algo que le servirá para el resto de su carrera y su vida profesional. 
Siendo juicioso, no hay razón para temer por las notas, todo es cuestión de utilizar las herramientas que se dan en clase para resolver un problema.",5.0
"La clase se basa en los textos y en la participación de los estudiantes, se tratan temáticas bastante interesantes que propician el debate y de las que el profesor tiene profundo conocimiento. Es fácil de dejar alta",4.0
"Hay que trabajarle si se quiere pasar la materia. Molesta mucho por asistencia y aunque no toma lista siempre recuerda quién no asiste. Siempre busca algo que corregir en los trabajos de los estudiantes, nada es bueno para él. No entrega notas durante el semestre, espera simplemente al día de cierre de notas en el SIA para subir la nota final.Pros: El trabajo final se va estructurando cada semana, eso hace que al final la carga se reduzca y de espacio para otras materias.
Se aprende de una forma dinámica.
Si le trabaja la puede pasar fácilCons: La clase puede tornarse mamona. El profesor pocas veces está contento con algunos trabajos. 
Si no se le trabaja o no asiste él se desquita con la nota final",3.5
"Es un profesor muy apasionado por lo que enseña, tiene la intención de que el total de sus estudiantes aprendan a cabalidad los temas del curso. Maneja una muy buena bibliografía y escasos recursos audiovisuales que son fructíferos en el desarrollo de la clase. Sus parciales tipo ensayo son de fácil resolución si se lee con rigurosidad y se genera crítica y diálogo con el texto. Sin embargo, las clases pueden resultar arrulladoras por su tono de voz y el horario de clase, mucho más para un estudiante de primer semestre que apenas está acostumbrándose a la metodología de la universidad. Pros: Parciales sencillos, buena bibliografía, entusiasmo del profesor, amplios conocimientos sobre los temas.Cons: Se extiende un poco con las respuestas que da sobre las preguntas, tono de voz difícil para algunos.",4.5
"Es un docente con un amplio análisis en lo que respecta a las dinámicas de los partidos políticos y los sistemas electorales del país, maneja una bibliografía profunda respecto al tema, plantea debates y ejercicios de discusión entre los estudiantes y él con el fin de profundizar en los temas de la clase. Saca muchas notas con diferentes quices, ejercicios y consultas.
Cons:  La puntualidad influye en la nota debido a que suele hacer los quices en los primeros minutos de la clase.",4.0
"Buen profesor. La parte que da él de la materia es un poco más aburrida que la de el profesor Rodrigo, pero es una buena materia y explica bien los contenidos.",4.5
"Pros: 1. Ordenada en sus clases..
2. Claridad en las notas.
3. Se evalúa lo que se estudia.
4. Fomenta la partipación en clase.
5. Incentiva el gusto por el Derecho Laboral y sus propósitos.",4.5
"Tomar D. Económico con él es toda una experiencia, la clase del man es como el ajo, hay gente que le encanta o hay gente que la detesta. El tema central de mi reseña, es que es una clase muy densa, y que si no prestas 100% de atención durante todas las 3 horas que el man habla sin parar, toca hacer refuerzo por fuera de clases. Aparte de eso, es de las clases en las que mas he sentido que he aprendido, y él es un profesor que se preocupa por la clase de personas que egresan de la universidad. Una persona muy integral.Pros: Responsable, prepara todas sus clases casi que minuto a minuto, es claro, explicativo, usa ejemplos, es paciente, ético, coherente, crítico, cómico, amigable...Cons: Su clase es muy densa, algunos pueden sentirse ofendidos por su humor (severas florecitas).",5.0
"Una excelente profesora, se preocupa porque uno aprenda y es muy amable con uno. Tiene una conceptualización muy clara de la clase y sigue el programa según lo acordado con los estudiantes.",5.0
"Una chimba jajaja no sé cómo describirlo mejor. 
Sabe demasiado del tema, es muy esquemático, comprensivo y le gusta que los estudiantes sean los que participen.",5.0
"Yesid Benjumea es uno de los mejores docentes de la facultad. Durante todo el semestre fue muy responsable con la clase, se nota la preparación previa de las temáticas, siempre inició las clases con la estructura de lo que se debía ver y abarcó con suficiencia todos los temas que planteaba. Las evaluaciones fueron acordes con los temas abordados en clase y no fueron complicadas para las personas que asistieron con responsabilidad a clase. Es muy puntual y trató de abarcar la mayoría de temática posible dado que son tres cursos en uno, y aun así explicó con claridad las bases necesarias tanto del negocio jurídico, como de obligaciones y responsabilidad civil.Pros: -Es un gran maestro con gran experiencia en las temáticas del curso.
-Da plus de temas como derecho del consumo y derecho financiero/bursátil Cons: -Las monitorias fueron malas,  no se sentía conexidad con las temáticas que iba dando el profesor ni estructura alguna sobre los temas abordados.",5.0
"Es la persona que más sabe sobre Justicia Comunitaria en la Facultad de Derecho. Es el tema que le apasiona por lo cual las clases son muy buenas y criticas.  Es una persona amable y un académico muy bueno, ayuda a los estudiantes a investigar y a participar en los espacios relacionados con la Justicia Comunitaria.Pros: Tema bueno
Clases dinámicas y participativas
Bibliografía excelente 
Monitora juiciosaCons: A veces suele desordenar el programa de la clase por la falta de tiempo",5.0
"Pros: conoce el tema
brinda información clara y práctica
como docente en el aula de clase es buenoCons: como ser humano en un aula de clase es patético",3.0
"Muy buena profesora, la clase es amena si a uno le interesa los temas, la clase es fácil es fundamental para entender temas de otras clases... Ahora da modelos de desarrollo ...",5.0
"Pros: Despierta al estudiante, uno aprende y se motiva  bastante en sus clases.
Amable.
Interesantes sus clases.",5.0
"El profesor es bueno pero delega mucho la clase a los monitores. Pros: El docente maneja el tema. Cons: El docente delega la clase en los monitores, quienes no necesariamente tienen un buen manejo del tema.",3.0
"Imparte el curso junto a Fernando Pardo. Sabe mucho del tema a tratar e la clase; pero tiende a divagar bastante mientras explica y la clase pierde el hilo cuando eso sucede
Deja bastantes talleres a lo largo del semestre y sus parciales son durísimosPros: Claridad con las notasCons: Tiende a divagar mientras explica",3.8
"Es de los mejores profesores de derechoPros: Su conocimiento sobre los temas son supremamente amplios, su capacidad para enseñarlos es excelente, los parciales son abiertos pero si se estudia no son complicados, el profesor resuelve todas la preguntas a profundidad por lo que conviene siempre preguntarCons: Los trabajos de investigación son calificados con un rigor que sobrepasa el nivel que se tiene por un estudiante de pregrado",4.5
"Pros: Muy sencillo pasar, solo asistir a todas las clases y hacer una exposición. No hay notas adicionales. Cons: La materia es solo nombre, no se aprende mucho y las exposiciones de los estudiantes es lo que se da por visto.",3.5
"Pros: 1. Conoce a profundidad los temas.
2. Maneja un orden en las clases.
3. Fomenta la partipación en clase.
4. Sus clases son amenas.
5. Hay claridad en las notas. Cons: 1. Su pesimismo puede tornarse aburridor.",4.3
"Es una persona muy inteligente y con unos estudios sorprendentes. Su producción literaria es difícilmente comparable con otros profesores por su gran nivel. Intenta que los estudiantes aprendan y reciban conocimientos, aunque su clase está centrada es su propio estudio, cerrando la posibilidad de otros puntos de vista, además de que tiende a ser tediosa y un poco aburrida.",3.6
"Es un buen profesor, es divertido a veces y se aprende. El problema es que a veces puede llegar a ser muy pedante, lo que torna la clase un poco aburrida y hace que uno quiera salirse corriendo. Sin embargo, es una buena persona y no busca rajar a los estudiantes, sino que aprendamos.Pros: Divertido, claro con las notas, parciales y quices fáciles.Cons: Pedante, un poco sexista y homofóbico.",3.7
El mejor profesor que he tenido en toda la carrera. Es una eminencia.,5.0
"Es una de las mejores docentes, muy organizada, práctica e incluso pedagógica. Se preocupa por el parendizaje de cada uno y siempre tiene tiempo para atenderlo. Si con alguien quisiera ver otra materia es con ella.Pros: Uno aprende hasta sin leer. Es fácil la materia. Se deja alta.",5.0
"Clase regularPros: El profesor sabe de los temasCons: Es una clase aburrida, es muy escuelero, hace que por grupos de estudiantes se centren en autores por lo que resulta una clase muy pobre",2.0
"Excelente profesor, estructura sus clases muy bien y explica bien los temas.",5.0
"Deberían cambiar el nombre del curso a ""Vida y obra de Jheison Avila: Reflexiones con mis perros"". De no ser por el profe David que dio gran parte del Curso no se hubiera aprendido nada de derecho constitucional.",1.0
"Es una gran profesora, sin duda alguna. Sus clases tienen todas un fin bien definido y están muy bien estructuradas. Es difícil y a veces escuelera (cuando se pone brava o en el trabajo fina de la materia). Sin embargo es poco frecuente que se enoje y es muy buena guía para los estudiantes que buscan ir más allá con sus estudios, inclusive fuera de aulas, donde ya ningún deber tiene para con sus estudiantes.",5.0
"Tiene una metodología de clase dinámica y diferente, lo que hace la clase entretenida, hay constante participación e incluso debate dentro de la clase sobre los temas tratados. Los trabajos no son complicados y se puede obtener una muy buena calificación si se participa y se entregan los trabajos A tiempoPros: Trabajos poco complejos y lecturas interesantes. No realiza parciales , las notas son los trabajos escritos.",4.6
"Excelente profesor sabe demasiado del tema y explica muy bien los conceptos, se apoya bastante de los medios audiovisuales como las diapositivas o vídeos que lleva, por ello, la clase es entretenida.Cons: Es impuntual a las clases incluso en algunas empezó media hora después",5.0
es un Dios,5.0
"La peor clase de Derecho Constitucional Colombiano. Jheison es una persona supremamente exigente con los estudiantes, es puntual y cuando los estudiantes llegan tarde los saca del salon (la hora es pactada con los estudiantes). El primer día de clase incita a los estudiantes a colocarse su propia forma de calificación en el semestre, les sugiere proponer porcentaje alto en los quices y talleres, después de que lo hacen les dice que cierra la puerta a las 7:10.  Coloca a leer mucho y hace quiz todas las clases, luego se pone a hablar de su vida personal y nunca avanza en el tema, se ve poco o nada de Derechos Fundamentales y algo de la Acción de Tutela. La clase es compartida con David Rodriguez quien si sabe del tema y contradice lo que ha enseñado Jheison, la parte de historia, sistemas electorales y partidos políticos las da David y no Jheison lo cual rescata un poco la clase. Pone a leer toda la ley 5 de 1992 y el decreto 2591, para rajar a los estudiantes con detalles, los parciales son un poco más sencillos. Utiliza plataforma de Moodle y dice que todo se encuentra subido allí incluyendo los talleres, cuando no es así, cuando se presentan problemas no se preocupa por entender a los estudiantes. Se cree la persona que más sabe de Constitucional por haber estudiado en Europa y con Robert Alexy.",1.5
"Pros: Ordenada, apasionada por su clase. Dinámica, extrovertida y le interesa que el estudiante aprenda.Cons: Estricta.",5.0
"Muy buena profesora. Enseña de manera integral lo referido a investigación y si se trabaja, se puede dejar alta. Pros: Aborda los temas, es cordial y se preocupa por el aprendizaje de los estudiantes. Cons: Podría ser un poco mas laxa.",5.0
"Un gran profesor. Indudablemente una de las mentes brillantes del derecho constitucional en este país. Una persona decente. Pros: Conocimiento del Tema. 
Sentido Crìtico",5.0
"No me gustó mucho. Son clases aburridas en las que él se dedica a hablar y hablar. Nos pone a leer sus libros, que son complicados y a mi parecer un tanto inútiles, pues dice lo mismo en clase. No tira a rajar con las notas, pero siento que no aprendí mucho.",2.5
"La profesora se le entiende, pero divaga demasiado en los temas, a tal punto, que no abarco ni la mitad de las temáticas planteadas en el programa, por tanto, uno pasa la materia pero no aprende, pues no vio ni la mitad de los temas. Ademas es impuntual y no prepara las clases, solo entrega fotocopias para que uno las lea durante la clase y ya.Cons: - Es impuntual
- no prepara  las clases",1.5
"Junto con su compañero de módulo, una de las cátedras más aburridas de la carrera.",2.2
"El profesor Andrés Abel es muy bueno. Es un gran académico y conocedor del tema de la Teoría y filosofía del derecho. Los temas de la materia si bien son complicados, el profesor otorga una excelente bibliografía y explica de forma sencilla, lo que hace los temas fáciles de entender. Califica con quiz y parciales bastantes sencillos, es fácil dejar la nota alta.",5.0
"Pros: Es muy buena profesora, se nota que sabe mucho. Es buena genteCons: Cuando le sabe dar la rabia es muy arbitraria",3.7
"Muy buen profesor. Sus clases pueden tornarse un poco aburridas, pero sin duda se aprende. Es un amor aunque no lo parezca y sin duda vería una clase con él.",4.5
"Es un dios de la sociología sabe demasiado del tema, sus clases son entretenidas y no son pesadas.....Sin embargo, es una cuchilla completa, sus parciales son dos preguntas abiertas donde cada pregunta vale 2.5 y califica como se le da la gana argumentando que utilizó su criterio. Además de eso, los trabajos que deja no los califica o sólo uno, lo cual no le ayuda para tratar de salvar la nota.Pros: Es una eminencia en lo que enseñaCons: Es arbitrario 
Todo mundo pierde con el",2.6
"No motiva ir a clase. Personalidad bastante fastidiosa, se disculpa ocho veces antes de decir cualquier comentario. La clase no avanza a un ritmo productivo.
Dicen que el primer semestre del 2017 hubo un asunto de acoso con una estudiante.Pros: Se deja alta (?)Cons: No se explota el potencial de la clase.
El profesor hace la clase tediosa",1.6
Profesora de muy mal carácter. Grosera con los estudiantesPros: NingunoCons: Irrespetuosa,1.5
"Amable, interesado en la clase, motivador y tiene un manejo excelente de la palabra. Se le abona relacionar los temas expuestos con noticias y acontecimientos de actualidad. Ninguna queja.",5.0
La clase es buena y se abordan los temas mínimos del derecho penal internacional. Pros: La docente maneja el tema. Cons: No tiene la mejor pedagogía.,5.0
"El tema de la clase es demasiado bueno para quien disfrute el derecho privado. Las clases son muy entretenidas y el profesor es muy buena gente. Las calificaciones son altas y la forma de evaluar es muy sencilla, con dedicación decente se puede obtener una buena nota.",4.7
"Muy buen profesor. Sus clases son dinámicas y él es una calidad de persona con los estudiantes. Es un poco estricto a veces y toma muchas notas con los quices, lo cual puede ser una ventaja o una desventaja dependiendo de la persona. Explica bien los temas.",5.0
"Pésimo docente, es grosero, no enseña y es duro con las notas. Pros: NingunoCons: Es grosero, altanero y no da clase.",1.5
"El profesor sabe mucho y es muy interesante todo el contenido en historia de la Universidad y de Colombia en su clase, el énfasis en el uso de Word es muy útil, pero le dedica demasiado tiempo a eso, y comparando con los compañeros que vieron Introducción con Edgar Ardila, nosotros con Elliot, fue muy poco lo que aprendimos de derecho, lo cual termina con el tiempo siendo una dificultad adicional en la carrera. 
Ojo con las lecturas obligatorias que al principio sorprenden.Pros: Su clase es muy divertida.
Mucha historia de la Universidad que permite entender mejor el medio, particularmente benéfico para los estudiantes que acaban de iniciar.Cons: Los trabajos son muy escueleros.
El estudiante no sale muy preparado para el resto de la carrera, queda con lagunas relativamente importantes.",2.0
"1. Conoce a profundidad los temas.
2. Fomenta el trabajo en grupo.
3. Tiene una forma de distinta de enseñanza (buena)
4. Es puntual.
5. Le interesa el aprendizaje.",4.0
"Es quizá una de las mejores profesoras de la facultad. Pros: *Buena Persona.
*Clara.
*Rigurosa.
*Sentido social.",5.0
"Es un profesor muy inteligente y con mucho conocimiento y autoridad para dictar su clase, pero derrumba todo con su forma tediosa, aburrida y para nada didáctica de enseñar.",2.6
"En términos académicos la clase NO es buena, no solo porque uno está más pendiente de las presiones extracurriculares que el profesor genera que de aprender de veras sino también porque sus explicaciones se dan superficialmente (la mitad del tiempo se dedica a hablar de cosas que nada que ver y su actitud y afirmaciones generan en muchas personas temor a preguntar). 

Metodológicamente mata cualquier afecto que se pueda tener por el constitucionalismo. Si bien el derecho constitucional colombiano no es tan difícil pierde más de la tercera parte del curso, condiciona a los estudiantes generándoles desinterés, apatía y temor, lo cual se manifiesta en los exámenes en los cuales todo el mundo duda al contestar y donde, como joya de la corona, se asiste al espectáculo trasnochado de las expulsiones estudiantiles de después de las 07:10.

Aplica normas antiguas y desproporcionadas probablemente porque cree que con eso les enseña experiencias de vida a los alumnos cuando en realidad solo se hace insoportable, es un poco megalómano. El tipo no va a clase la mitad del semestre, tiene un profesor auxiliar y un monitor que lo cubren, pero si por error o accidente usted llega algunos minutos tarde al salón lo pone a perder (así usted sepa no le permite entrar a los exámenes).

Parece que no le agrada la gente de carreras diferentes al derecho (es como que le ha costado tanto aprender lo que sabe que considera que el constitucionalismo es un conocimiento que debe ser reservado).Pros: Demuestra que el constitucionalismo es un discurso.Cons: Es intimidante.",2.0
"Es humano, y abre los ojos de los nuevos estudiantes a los problemas que existen en el ámbito jurídico. Es amable, y fomenta la participación. Me dió buenas bases de Filosofía del Derecho. Pros: La asistencia y la participación es muy importante",4.0
"Muy buena profesora! 
Utiliza ejemplos muy prácticos, explíca de manera adecuada y sobre todo, es una profesora que escucha las inquietudes de sus estudiantes, es lo que yo llamaría una Profesora, profesional y pedagoga. Pros: Ordenada
Puntual
Responsable
ExigenteCons: Hizo comentarios muy fuertes acerca de un bloqueo que hubo, sin tener en cuenta el poder que ejerce su opinion sobre los estudiantes",4.8
